log_id,timestamp,shard_id,config_version,player_count,server_fps,interaction_delay_ms,is_server_crash
LOG_820709,2025-11-14 13:25:00,shard_us_east_1,Static_Mesh_V1,167,16.67,298.28,0
LOG_707196,2025-11-14 13:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,289,6.86,2018.43,0
LOG_697237,2025-11-14 13:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,199,11.47,437.35,0
LOG_834422,2025-11-14 13:30:00,shard_us_east_1,Static_Mesh_V1,236,8.69,2020.17,0
LOG_124933,2025-11-14 13:30:00,shard_eu_central_1,Static_Mesh_V1,180,16.64,454.84,0
LOG_509256,2025-11-14 13:30:00,shard_asia_east_1,Static_Mesh_V1,131,17.58,217.52,0
LOG_824267,2025-11-14 13:35:00,shard_us_east_1,Static_Mesh_V1,88,22.51,193.06,0
LOG_973774,2025-11-14 13:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,170,17.49,340.65,0
LOG_680037,2025-11-14 13:35:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,259,7.89,2154.01,1
LOG_318774,2025-11-14 13:40:00,shard_us_east_1,Static_Mesh_V1,196,11.95,338.46,0
LOG_338366,2025-11-14 13:40:00,shard_eu_central_1,Static_Mesh_V1,186,14.05,407.7,0
LOG_275315,2025-11-14 13:40:00,shard_asia_east_1,Static_Mesh_V1,185,14.44,327.66,0
LOG_599676,2025-11-14 13:45:00,shard_us_east_1,Static_Mesh_V1,36,26.11,114.82,0
LOG_987915,2025-11-14 13:45:00,shard_eu_central_1,Static_Mesh_V1,166,13.68,340.66,0
LOG_743398,2025-11-14 13:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,178,13.4,363.69,0
LOG_969541,2025-11-14 13:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,154,14.88,325.89,0
LOG_804209,2025-11-14 13:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,192,16.17,436.69,0
LOG_903398,2025-11-14 13:50:00,shard_asia_east_1,Static_Mesh_V1,46,24.29,117.75,0
LOG_119368,2025-11-14 13:55:00,shard_us_east_1,Static_Mesh_V1,188,15.36,568.64,0
LOG_377205,2025-11-14 13:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,192,16.27,431.7,0
LOG_422119,2025-11-14 13:55:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,198,12.87,433.95,0
LOG_645659,2025-11-14 14:00:00,shard_us_east_1,Static_Mesh_V1,92,21.86,159.73,0
LOG_972362,2025-11-14 14:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,156,21.63,218.64,0
LOG_590591,2025-11-14 14:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,201,10.02,378.4,0
LOG_799777,2025-11-14 14:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,231,10.88,408.11,0
LOG_403179,2025-11-14 14:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,96,23.36,155.48,0
LOG_972712,2025-11-14 14:05:00,shard_asia_east_1,Static_Mesh_V1,166,16.26,299.42,0
LOG_511297,2025-11-14 14:10:00,shard_us_east_1,Dynamic_Mesh_V2_Test,310,5.43,2018.74,0
LOG_481741,2025-11-14 14:10:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,163,15.09,368.62,0
LOG_493762,2025-11-14 14:10:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,90,22.27,205.25,0
LOG_760060,2025-11-14 14:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,214,9.77,1911.27,0
LOG_868408,2025-11-14 14:15:00,shard_eu_central_1,Static_Mesh_V1,114,19.19,316.27,0
LOG_120021,2025-11-14 14:15:00,shard_asia_east_1,Static_Mesh_V1,180,12.48,405.89,0
LOG_511104,2025-11-14 14:20:00,shard_us_east_1,Static_Mesh_V1,309,6.31,2042.03,0
LOG_334450,2025-11-14 14:20:00,shard_eu_central_1,Static_Mesh_V1,113,23.12,190.62,0
LOG_416821,2025-11-14 14:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,183,16.3,319.65,0
LOG_825609,2025-11-14 14:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,145,11.43,238.78,0
LOG_137689,2025-11-14 14:25:00,shard_eu_central_1,Static_Mesh_V1,131,16.59,343.62,0
LOG_645077,2025-11-14 14:25:00,shard_asia_east_1,Static_Mesh_V1,42,25.62,90.54,0
LOG_356093,2025-11-14 14:30:00,shard_us_east_1,Static_Mesh_V1,258,5.63,2074.16,0
LOG_114063,2025-11-14 14:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,150,15.54,323.11,0
LOG_364732,2025-11-14 14:30:00,shard_asia_east_1,Static_Mesh_V1,164,15.13,331.49,0
LOG_387055,2025-11-14 14:35:00,shard_us_east_1,Static_Mesh_V1,121,20.14,275.11,0
LOG_839643,2025-11-14 14:35:00,shard_eu_central_1,Static_Mesh_V1,268,5.19,2142.65,0
LOG_338693,2025-11-14 14:35:00,shard_asia_east_1,Static_Mesh_V1,3,29.45,35.42,0
LOG_383007,2025-11-14 14:40:00,shard_us_east_1,Dynamic_Mesh_V2_Test,171,14.5,331.59,0
LOG_217768,2025-11-14 14:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,113,19.4,268.48,0
LOG_445097,2025-11-14 14:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,176,13.95,396.98,0
LOG_217177,2025-11-14 14:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,173,17.21,377.48,0
LOG_147921,2025-11-14 14:45:00,shard_eu_central_1,Static_Mesh_V1,87,21.63,211.36,0
LOG_156910,2025-11-14 14:45:00,shard_asia_east_1,Static_Mesh_V1,195,13.71,395.87,0
LOG_725184,2025-11-14 14:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,245,8.4,2017.35,0
LOG_118490,2025-11-14 14:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,134,18.4,322.94,0
LOG_863081,2025-11-14 14:50:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,211,14.04,487.27,0
LOG_789632,2025-11-14 14:55:00,shard_us_east_1,Dynamic_Mesh_V2_Test,151,18.78,286.49,0
LOG_770756,2025-11-14 14:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,174,15.24,352.85,0
LOG_551772,2025-11-14 14:55:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,194,12.2,492.62,0
LOG_375427,2025-11-14 15:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,74,21.4,205.91,0
LOG_903126,2025-11-14 15:00:00,shard_eu_central_1,Static_Mesh_V1,209,13.83,449.42,0
LOG_605997,2025-11-14 15:00:00,shard_asia_east_1,Static_Mesh_V1,149,15.79,301.79,0
LOG_878123,2025-11-14 15:05:00,shard_us_east_1,Static_Mesh_V1,99,23.7,190.65,0
LOG_384182,2025-11-14 15:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,88,22.02,196.65,0
LOG_760791,2025-11-14 15:05:00,shard_asia_east_1,Static_Mesh_V1,107,19.44,226.18,0
LOG_391947,2025-11-14 15:10:00,shard_us_east_1,Dynamic_Mesh_V2_Test,168,14.99,312.45,0
LOG_773920,2025-11-14 15:10:00,shard_eu_central_1,Static_Mesh_V1,167,13.19,263.63,0
LOG_780984,2025-11-14 15:10:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,96,21.57,207.55,0
LOG_749578,2025-11-14 15:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,260,10.05,512.0,0
LOG_713865,2025-11-14 15:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,148,15.66,295.07,0
LOG_113500,2025-11-14 15:15:00,shard_asia_east_1,Static_Mesh_V1,128,19.98,214.64,0
LOG_514369,2025-11-14 15:20:00,shard_us_east_1,Static_Mesh_V1,188,17.4,370.56,0
LOG_352260,2025-11-14 15:20:00,shard_eu_central_1,Static_Mesh_V1,180,16.38,339.94,0
LOG_752175,2025-11-14 15:20:00,shard_asia_east_1,Static_Mesh_V1,166,16.19,336.88,0
LOG_575190,2025-11-14 15:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,92,22.38,208.9,0
LOG_986041,2025-11-14 15:25:00,shard_eu_central_1,Static_Mesh_V1,258,10.42,623.66,0
LOG_726316,2025-11-14 15:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,92,24.08,193.17,0
LOG_103218,2025-11-14 15:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,314,2.22,2086.01,0
LOG_853756,2025-11-14 15:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,105,17.0,183.71,0
LOG_772633,2025-11-14 15:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,93,22.55,203.09,0
LOG_312900,2025-11-14 15:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,290,7.73,2051.15,1
LOG_784947,2025-11-14 15:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,82,24.15,97.99,0
LOG_542718,2025-11-14 15:35:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,287,8.44,2050.54,0
LOG_199497,2025-11-14 15:40:00,shard_us_east_1,Dynamic_Mesh_V2_Test,21,30.0,36.27,0
LOG_960418,2025-11-14 15:40:00,shard_eu_central_1,Static_Mesh_V1,242,6.64,1954.03,0
LOG_956059,2025-11-14 15:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,150,17.59,277.5,0
LOG_227545,2025-11-14 15:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,196,11.53,384.88,0
LOG_529861,2025-11-14 15:45:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,159,17.78,353.58,0
LOG_402265,2025-11-14 15:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,65,21.52,193.88,0
LOG_613578,2025-11-14 15:50:00,shard_us_east_1,Static_Mesh_V1,174,14.0,425.56,0
LOG_272604,2025-11-14 15:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,158,19.19,319.38,0
LOG_286233,2025-11-14 15:50:00,shard_asia_east_1,Static_Mesh_V1,304,8.18,2095.55,0
LOG_519617,2025-11-14 15:55:00,shard_us_east_1,Static_Mesh_V1,222,12.79,512.43,0
LOG_275066,2025-11-14 15:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,77,24.96,206.92,0
LOG_141026,2025-11-14 15:55:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,18,26.13,-65.96,0
LOG_364343,2025-11-14 16:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,129,20.69,333.12,0
LOG_817927,2025-11-14 16:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,155,20.34,240.99,0
LOG_828757,2025-11-14 16:00:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,22,28.06,63.2,0
LOG_287869,2025-11-14 16:05:00,shard_us_east_1,Static_Mesh_V1,147,13.62,289.54,0
LOG_345473,2025-11-14 16:05:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,52,27.01,122.33,0
LOG_355229,2025-11-14 16:05:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,79,22.39,105.04,0
LOG_811020,2025-11-14 16:10:00,shard_us_east_1,Static_Mesh_V1,145,19.83,240.71,0
LOG_223261,2025-11-14 16:10:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,187,13.36,334.36,0
LOG_689020,2025-11-14 16:10:00,shard_asia_east_1,Static_Mesh_V1,141,16.18,254.32,0
LOG_543658,2025-11-14 16:15:00,shard_us_east_1,Static_Mesh_V1,60,28.93,121.76,0
LOG_508435,2025-11-14 16:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,97,22.34,188.38,0
LOG_126602,2025-11-14 16:15:00,shard_asia_east_1,Static_Mesh_V1,133,20.15,303.88,0
LOG_637258,2025-11-14 16:20:00,shard_us_east_1,Static_Mesh_V1,110,19.68,206.25,0
LOG_621683,2025-11-14 16:20:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,0,26.97,68.34,0
LOG_741531,2025-11-14 16:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,273,6.75,2074.83,0
LOG_740648,2025-11-14 16:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,173,21.74,401.98,0
LOG_245104,2025-11-14 16:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,140,16.42,199.68,0
LOG_481863,2025-11-14 16:25:00,shard_asia_east_1,Static_Mesh_V1,165,14.74,258.89,0
LOG_564291,2025-11-14 16:30:00,shard_us_east_1,Static_Mesh_V1,101,19.42,286.36,0
LOG_102502,2025-11-14 16:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,216,11.98,506.0,0
LOG_179382,2025-11-14 16:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,155,15.36,386.16,0
LOG_850126,2025-11-14 16:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,190,12.09,370.48,0
LOG_922906,2025-11-14 16:35:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,84,20.23,214.31,0
LOG_811146,2025-11-14 16:35:00,shard_asia_east_1,Static_Mesh_V1,293,2.79,2114.15,0
LOG_358605,2025-11-14 16:40:00,shard_us_east_1,Static_Mesh_V1,101,20.61,172.38,0
LOG_786804,2025-11-14 16:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,85,23.01,128.45,0
LOG_435210,2025-11-14 16:40:00,shard_asia_east_1,Static_Mesh_V1,170,15.73,328.05,0
LOG_494839,2025-11-14 16:45:00,shard_us_east_1,Dynamic_Mesh_V2_Test,81,22.1,199.77,0
LOG_598724,2025-11-14 16:45:00,shard_eu_central_1,Static_Mesh_V1,187,12.46,378.97,0
LOG_201444,2025-11-14 16:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,206,9.49,1939.17,0
LOG_623689,2025-11-14 16:50:00,shard_us_east_1,Static_Mesh_V1,100,22.81,161.84,0
LOG_799977,2025-11-14 16:50:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,14,25.58,30.4,0
LOG_562680,2025-11-14 16:50:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,169,14.11,369.93,0
LOG_613791,2025-11-14 16:55:00,shard_us_east_1,Static_Mesh_V1,25,27.78,-10.55,0
LOG_427900,2025-11-14 16:55:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,101,21.68,158.98,0
LOG_264270,2025-11-14 16:55:00,shard_asia_east_1,Static_Mesh_V1,121,21.93,213.16,0
LOG_569219,2025-11-14 17:00:00,shard_us_east_1,Static_Mesh_V1,212,10.07,450.49,0
LOG_455494,2025-11-14 17:00:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,258,3.56,1976.16,0
LOG_373790,2025-11-14 17:00:00,shard_asia_east_1,Static_Mesh_V1,193,13.51,404.56,0
LOG_659636,2025-11-14 17:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,104,21.51,200.22,0
LOG_868193,2025-11-14 17:05:00,shard_eu_central_1,Static_Mesh_V1,237,10.76,490.88,0
LOG_862066,2025-11-14 17:05:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,119,19.11,216.37,0
LOG_693200,2025-11-14 17:10:00,shard_us_east_1,Static_Mesh_V1,179,14.24,372.49,0
LOG_968149,2025-11-14 17:10:00,shard_eu_central_1,Static_Mesh_V1,305,6.33,2093.7,0
LOG_188775,2025-11-14 17:10:00,shard_asia_east_1,Static_Mesh_V1,240,9.18,1878.09,0
LOG_573030,2025-11-14 17:15:00,shard_us_east_1,Static_Mesh_V1,74,20.09,130.42,0
LOG_541197,2025-11-14 17:15:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,151,20.77,318.35,0
LOG_330145,2025-11-14 17:15:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,133,20.58,155.44,0
LOG_324192,2025-11-14 17:20:00,shard_us_east_1,Dynamic_Mesh_V2_Test,167,17.63,260.07,0
LOG_866637,2025-11-14 17:20:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,235,11.09,449.24,0
LOG_685676,2025-11-14 17:20:00,shard_asia_east_1,Static_Mesh_V1,197,18.12,403.09,0
LOG_268815,2025-11-14 17:25:00,shard_us_east_1,Static_Mesh_V1,168,15.08,293.51,0
LOG_627704,2025-11-14 17:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,212,10.62,427.58,0
LOG_365697,2025-11-14 17:25:00,shard_asia_east_1,Static_Mesh_V1,114,21.46,244.68,0
LOG_292621,2025-11-14 17:30:00,shard_us_east_1,Static_Mesh_V1,227,10.06,440.51,0
LOG_458813,2025-11-14 17:30:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,76,22.78,170.87,0
LOG_360315,2025-11-14 17:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,206,10.99,455.48,0
LOG_674634,2025-11-14 17:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,251,9.91,2095.84,0
LOG_449163,2025-11-14 17:35:00,shard_eu_central_1,Static_Mesh_V1,91,19.93,93.06,0
LOG_661483,2025-11-14 17:35:00,shard_asia_east_1,Static_Mesh_V1,262,9.48,2021.22,0
LOG_397531,2025-11-14 17:40:00,shard_us_east_1,Dynamic_Mesh_V2_Test,170,13.58,462.29,0
LOG_473163,2025-11-14 17:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,159,16.97,354.29,0
LOG_989542,2025-11-14 17:40:00,shard_asia_east_1,Static_Mesh_V1,186,14.95,332.48,0
LOG_491674,2025-11-14 17:45:00,shard_us_east_1,Static_Mesh_V1,185,18.35,437.27,0
LOG_216704,2025-11-14 17:45:00,shard_eu_central_1,Static_Mesh_V1,269,6.56,1988.52,0
LOG_465192,2025-11-14 17:45:00,shard_asia_east_1,Static_Mesh_V1,140,18.44,334.71,0
LOG_441143,2025-11-14 17:50:00,shard_us_east_1,Dynamic_Mesh_V2_Test,23,30.0,38.1,0
LOG_450324,2025-11-14 17:50:00,shard_eu_central_1,Static_Mesh_V1,117,18.23,151.26,0
LOG_208138,2025-11-14 17:50:00,shard_asia_east_1,Static_Mesh_V1,211,12.56,357.5,0
LOG_711377,2025-11-14 17:55:00,shard_us_east_1,Dynamic_Mesh_V2_Test,52,25.0,187.45,0
LOG_989793,2025-11-14 17:55:00,shard_eu_central_1,Static_Mesh_V1,130,16.16,247.71,0
LOG_991609,2025-11-14 17:55:00,shard_asia_east_1,Static_Mesh_V1,129,13.86,255.29,0
LOG_868946,2025-11-14 18:00:00,shard_us_east_1,Dynamic_Mesh_V2_Test,382,1.0,2356.45,0
LOG_244303,2025-11-14 18:00:00,shard_eu_central_1,Static_Mesh_V1,484,1.0,2412.67,0
LOG_583175,2025-11-14 18:00:00,shard_asia_east_1,Static_Mesh_V1,593,1.0,2686.7,0
LOG_449166,2025-11-14 18:05:00,shard_us_east_1,Dynamic_Mesh_V2_Test,398,1.0,2288.78,0
LOG_786348,2025-11-14 18:05:00,shard_eu_central_1,Static_Mesh_V1,356,1.0,2210.36,0
LOG_617110,2025-11-14 18:05:00,shard_asia_east_1,Static_Mesh_V1,359,1.0,2223.32,0
LOG_790915,2025-11-14 18:10:00,shard_us_east_1,Static_Mesh_V1,380,1.34,2127.45,1
LOG_722012,2025-11-14 18:10:00,shard_eu_central_1,Static_Mesh_V1,481,1.0,2358.33,0
LOG_296519,2025-11-14 18:10:00,shard_asia_east_1,Static_Mesh_V1,374,1.0,2177.62,0
LOG_364055,2025-11-14 18:15:00,shard_us_east_1,Dynamic_Mesh_V2_Test,341,1.0,2269.61,0
LOG_286922,2025-11-14 18:15:00,shard_eu_central_1,Static_Mesh_V1,470,1.0,2476.08,0
LOG_771522,2025-11-14 18:15:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,315,2.7,2154.47,0
LOG_544987,2025-11-14 18:20:00,shard_us_east_1,Dynamic_Mesh_V2_Test,308,5.76,2103.98,0
LOG_984123,2025-11-14 18:20:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,371,1.0,2264.21,1
LOG_751797,2025-11-14 18:20:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,372,1.32,2189.95,0
LOG_633008,2025-11-14 18:25:00,shard_us_east_1,Dynamic_Mesh_V2_Test,446,1.0,2376.52,0
LOG_679525,2025-11-14 18:25:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,424,1.0,2394.2,0
LOG_433529,2025-11-14 18:25:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,386,1.0,2324.45,0
LOG_690330,2025-11-14 18:30:00,shard_us_east_1,Dynamic_Mesh_V2_Test,347,1.0,2116.17,0
LOG_394378,2025-11-14 18:30:00,shard_eu_central_1,Static_Mesh_V1,445,1.0,2477.74,0
LOG_828576,2025-11-14 18:30:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,243,13.14,496.55,0
LOG_168914,2025-11-14 18:35:00,shard_us_east_1,Dynamic_Mesh_V2_Test,392,1.0,2303.96,0
LOG_662336,2025-11-14 18:35:00,shard_eu_central_1,Static_Mesh_V1,397,1.0,2299.71,0
LOG_753441,2025-11-14 18:35:00,shard_asia_east_1,Static_Mesh_V1,411,1.0,2319.15,1
LOG_174855,2025-11-14 18:40:00,shard_us_east_1,Dynamic_Mesh_V2_Test,423,1.0,2278.59,0
LOG_619013,2025-11-14 18:40:00,shard_eu_central_1,Dynamic_Mesh_V2_Test,455,1.0,2400.8,1
LOG_104357,2025-11-14 18:40:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,401,1.0,2275.01,0
LOG_381063,2025-11-14 18:45:00,shard_us_east_1,Static_Mesh_V1,341,1.98,2133.08,1
LOG_802463,2025-11-14 18:45:00,shard_eu_central_1,Static_Mesh_V1,430,1.0,2411.46,0
LOG_943068,2025-11-14 18:45:00,shard_asia_east_1,Dynamic_Mesh_V2_Test,435,1.0,2419.13,1
LOG_610074,2025-11-14 18:50:00,shard_us_east_1,Static_Mesh_V1,524,1.0,2455.96,0
