transaction_id,account_id,timestamp,sku_name,pledge_amount_usd,payment_status
TX_4780783,2965,2025-11-18 23:48:56,Aegis Idris-P,1500,COMPLETED
TX_1540583,1344,2025-11-16 18:53:26,Gatac Syulen,80,COMPLETED
TX_1151496,2035,2025-11-14 16:19:49,Gatac Syulen,80,COMPLETED
TX_8766188,4804,2025-11-15 02:09:03,Anvil Carrack,600,COMPLETED
TX_8537528,1938,2025-11-21 05:03:40,C1 Spirit,125,COMPLETED
TX_8027131,2376,2025-11-17 21:24:30,C1 Spirit,125,COMPLETED
TX_1442461,3142,2025-11-20 10:16:59,Gatac Syulen,80,COMPLETED
TX_6941845,3566,2025-11-19 12:44:46,Gatac Syulen,80,COMPLETED
TX_9130214,2561,2025-11-19 23:26:01,Drake Cutter,45,COMPLETED
TX_8733457,3762,2025-11-18 13:48:01,Aegis Idris-P,1500,COMPLETED
TX_9803042,4340,2025-11-18 04:42:34,C1 Spirit,125,COMPLETED
TX_7387811,1640,2025-11-16 22:10:21,RSI Polaris,750,COMPLETED
TX_3706360,1680,2025-11-15 02:33:24,Drake Cutter,45,COMPLETED
TX_9290150,1263,2025-11-20 05:42:19,Drake Cutter,45,COMPLETED
TX_5955232,3637,2025-11-20 22:51:59,Drake Cutter,45,COMPLETED
TX_8109190,1817,2025-11-19 16:46:12,Drake Cutter,45,COMPLETED
TX_2151693,3636,2025-11-18 04:47:00,C1 Spirit,125,COMPLETED
TX_5691616,1968,2025-11-17 14:22:19,Drake Cutter,45,COMPLETED
TX_9910591,4904,2025-11-20 00:42:50,Anvil Carrack,600,COMPLETED
TX_6214500,2774,2025-11-16 17:07:41,Drake Cutter,45,COMPLETED
TX_9989360,3987,2025-11-17 16:40:57,Drake Cutter,45,COMPLETED
TX_7495351,1485,2025-11-18 21:02:19,Anvil Carrack,600,COMPLETED
TX_3472857,3686,2025-11-21 04:10:31,C1 Spirit,125,COMPLETED
TX_1536879,4600,2025-11-17 07:25:33,Gatac Syulen,80,COMPLETED
TX_1124963,4614,2025-11-15 05:58:33,C1 Spirit,125,COMPLETED
TX_2666401,2704,2025-11-20 09:40:57,C1 Spirit,125,COMPLETED
TX_1587697,3687,2025-11-19 14:33:23,Drake Cutter,45,COMPLETED
TX_7014264,2091,2025-11-19 16:33:52,RSI Polaris,750,COMPLETED
TX_7554793,2024,2025-11-17 22:27:29,Drake Cutter,45,COMPLETED
TX_3292648,3268,2025-11-17 09:09:12,Gatac Syulen,80,COMPLETED
TX_4513121,3016,2025-11-20 14:53:59,Gatac Syulen,80,COMPLETED
TX_6418533,2544,2025-11-15 05:31:07,Anvil Carrack,600,COMPLETED
TX_2122377,2971,2025-11-15 07:08:07,Aegis Idris-P,1500,COMPLETED
TX_5804201,4803,2025-11-21 04:04:10,Drake Cutter,45,COMPLETED
TX_8545194,4129,2025-11-20 00:25:30,Gatac Syulen,80,COMPLETED
TX_3214664,2994,2025-11-20 13:26:37,Drake Cutter,45,COMPLETED
TX_2092074,4601,2025-11-17 20:54:45,Drake Cutter,45,COMPLETED
TX_8122146,1343,2025-11-19 17:09:37,Drake Cutter,45,COMPLETED
TX_1298915,1522,2025-11-19 08:43:32,Drake Cutter,45,COMPLETED
TX_2317505,1075,2025-11-16 09:47:23,Drake Cutter,45,COMPLETED
TX_2134637,1069,2025-11-19 16:46:41,C1 Spirit,125,COMPLETED
TX_7170178,3249,2025-11-21 03:35:49,Gatac Syulen,80,COMPLETED
TX_6303710,3539,2025-11-15 06:53:57,RSI Polaris,750,COMPLETED
TX_7247587,1921,2025-11-20 15:06:07,Drake Cutter,45,COMPLETED
TX_1641152,2756,2025-11-14 14:36:32,Drake Cutter,45,COMPLETED
TX_5249010,4395,2025-11-19 03:53:25,Gatac Syulen,80,COMPLETED
TX_4401720,1885,2025-11-14 20:59:00,Gatac Syulen,80,COMPLETED
TX_9307993,2437,2025-11-16 23:18:43,Drake Cutter,45,COMPLETED
TX_6999159,1108,2025-11-18 12:35:44,Gatac Syulen,80,COMPLETED
TX_4370961,4174,2025-11-14 22:47:10,Drake Cutter,45,COMPLETED
TX_1792008,2159,2025-11-18 08:25:05,Anvil Carrack,600,COMPLETED
TX_2735478,4232,2025-11-21 03:07:46,C1 Spirit,125,COMPLETED
TX_7386501,3873,2025-11-15 21:29:53,C1 Spirit,125,COMPLETED
TX_5786509,4823,2025-11-20 16:13:20,Gatac Syulen,80,COMPLETED
TX_9522164,3041,2025-11-20 13:56:15,Drake Cutter,45,COMPLETED
TX_2731676,3836,2025-11-21 08:17:36,Drake Cutter,45,COMPLETED
TX_7155190,3172,2025-11-15 17:40:59,Drake Cutter,45,COMPLETED
TX_9391507,1612,2025-11-21 06:02:40,Drake Cutter,45,COMPLETED
TX_7557850,4955,2025-11-19 20:01:05,Gatac Syulen,80,COMPLETED
TX_1802143,1052,2025-11-19 21:56:56,RSI Polaris,750,COMPLETED
TX_1692200,4728,2025-11-15 12:33:37,Gatac Syulen,80,COMPLETED
TX_7916544,1844,2025-11-17 20:02:02,RSI Polaris,750,COMPLETED
TX_7933075,1070,2025-11-17 06:51:54,Drake Cutter,45,COMPLETED
TX_2584237,4620,2025-11-14 23:55:46,Anvil Carrack,600,COMPLETED
TX_3433042,1014,2025-11-19 12:39:58,Drake Cutter,45,COMPLETED
TX_1950265,1132,2025-11-16 22:43:10,Anvil Carrack,600,COMPLETED
TX_3443630,4131,2025-11-21 04:35:43,C1 Spirit,125,COMPLETED
TX_5301148,4252,2025-11-18 21:56:30,Gatac Syulen,80,COMPLETED
TX_5550203,2796,2025-11-16 15:40:11,Drake Cutter,45,COMPLETED
TX_8774574,4972,2025-11-21 05:08:40,Drake Cutter,45,COMPLETED
TX_4565174,4284,2025-11-17 08:07:06,C1 Spirit,125,COMPLETED
TX_8391246,4514,2025-11-20 04:24:14,C1 Spirit,125,COMPLETED
TX_9879503,4401,2025-11-17 05:31:05,Anvil Carrack,600,COMPLETED
TX_1969190,3648,2025-11-16 18:14:25,Drake Cutter,45,COMPLETED
TX_4748289,2973,2025-11-15 15:58:56,C1 Spirit,125,COMPLETED
TX_7997088,3947,2025-11-20 21:21:58,Gatac Syulen,80,COMPLETED
TX_6516237,2686,2025-11-20 12:30:27,Drake Cutter,45,COMPLETED
TX_1713053,3077,2025-11-19 15:20:26,Drake Cutter,45,COMPLETED
TX_8914857,2061,2025-11-16 09:46:18,Gatac Syulen,80,COMPLETED
TX_6188506,2428,2025-11-16 15:06:41,Aegis Idris-P,1500,COMPLETED
TX_7397599,2820,2025-11-15 15:47:33,Drake Cutter,45,COMPLETED
TX_8301457,3619,2025-11-17 10:14:54,Drake Cutter,45,COMPLETED
TX_2796989,2510,2025-11-20 11:54:12,Drake Cutter,45,COMPLETED
TX_1644679,2075,2025-11-20 22:20:57,Gatac Syulen,80,COMPLETED
TX_9573299,2377,2025-11-19 16:37:36,Gatac Syulen,80,COMPLETED
TX_9017640,4526,2025-11-18 04:35:45,C1 Spirit,125,COMPLETED
TX_4476982,2427,2025-11-15 04:01:13,Drake Cutter,45,COMPLETED
TX_2796845,1768,2025-11-20 12:44:51,Drake Cutter,45,COMPLETED
TX_2795644,3345,2025-11-18 17:12:10,Gatac Syulen,80,COMPLETED
TX_9258435,1008,2025-11-20 01:01:36,C1 Spirit,125,COMPLETED
TX_9509152,1560,2025-11-14 23:28:30,Anvil Carrack,600,COMPLETED
TX_8269467,4843,2025-11-15 12:17:51,Drake Cutter,45,COMPLETED
TX_7121226,4490,2025-11-21 10:02:04,Drake Cutter,45,COMPLETED
TX_3101849,3544,2025-11-14 15:27:41,Drake Cutter,45,COMPLETED
TX_6653897,4107,2025-11-16 19:59:16,RSI Polaris,750,COMPLETED
TX_3130047,1606,2025-11-18 11:39:40,C1 Spirit,125,COMPLETED
TX_1732924,1415,2025-11-15 20:44:12,Anvil Carrack,600,COMPLETED
TX_3516417,2821,2025-11-19 18:49:46,Gatac Syulen,80,COMPLETED
TX_8796371,4402,2025-11-15 07:58:01,Drake Cutter,45,COMPLETED
TX_3146108,2574,2025-11-20 09:33:28,C1 Spirit,125,COMPLETED
TX_9415029,1425,2025-11-17 06:58:37,Drake Cutter,45,COMPLETED
TX_9444204,1132,2025-11-21 01:51:38,Drake Cutter,45,COMPLETED
TX_7198181,4933,2025-11-16 08:45:20,Drake Cutter,45,COMPLETED
TX_5720213,3778,2025-11-17 12:41:04,Drake Cutter,45,COMPLETED
TX_9401695,3333,2025-11-17 01:31:04,C1 Spirit,125,COMPLETED
TX_6735101,2417,2025-11-21 10:04:37,Drake Cutter,45,COMPLETED
TX_9656189,4514,2025-11-16 00:52:39,Drake Cutter,45,COMPLETED
TX_6578455,4534,2025-11-19 17:31:40,Drake Cutter,45,COMPLETED
TX_2105039,2325,2025-11-20 04:24:44,Aegis Idris-P,1500,COMPLETED
TX_6295556,1404,2025-11-15 10:43:08,C1 Spirit,125,COMPLETED
TX_2010833,2071,2025-11-14 20:16:15,RSI Polaris,750,COMPLETED
TX_2552216,1108,2025-11-20 09:39:14,Drake Cutter,45,COMPLETED
TX_9741730,3637,2025-11-16 14:34:14,Gatac Syulen,80,COMPLETED
TX_1729370,1992,2025-11-14 18:41:46,Drake Cutter,45,COMPLETED
TX_9940318,3157,2025-11-14 22:44:58,C1 Spirit,125,COMPLETED
TX_9801800,3109,2025-11-18 01:23:11,Gatac Syulen,80,COMPLETED
TX_8008276,1347,2025-11-15 17:51:37,Drake Cutter,45,COMPLETED
TX_5248796,3260,2025-11-21 01:45:24,Drake Cutter,45,COMPLETED
TX_2427529,1820,2025-11-16 20:59:49,RSI Polaris,750,COMPLETED
TX_4764098,2605,2025-11-17 08:12:53,Drake Cutter,45,COMPLETED
TX_4207256,4919,2025-11-18 15:29:08,Drake Cutter,45,COMPLETED
TX_7667198,2480,2025-11-21 00:48:37,Gatac Syulen,80,COMPLETED
TX_8531511,1816,2025-11-18 04:54:34,Gatac Syulen,80,COMPLETED
TX_3765927,4718,2025-11-21 11:11:12,Gatac Syulen,80,COMPLETED
TX_8426324,3175,2025-11-20 23:24:01,C1 Spirit,125,COMPLETED
TX_6987846,1600,2025-11-16 01:00:52,C1 Spirit,125,COMPLETED
TX_9619259,1340,2025-11-20 07:15:24,C1 Spirit,125,COMPLETED
TX_8763323,4844,2025-11-19 07:33:27,Aegis Idris-P,1500,COMPLETED
TX_1385666,1148,2025-11-15 16:51:44,Drake Cutter,45,COMPLETED
TX_1612983,2855,2025-11-18 22:03:37,Drake Cutter,45,COMPLETED
TX_9040358,1893,2025-11-20 18:41:18,RSI Polaris,750,COMPLETED
TX_2550371,2697,2025-11-17 17:52:00,Aegis Idris-P,1500,COMPLETED
TX_8794247,3897,2025-11-18 12:33:31,Drake Cutter,45,COMPLETED
TX_5961295,1154,2025-11-20 11:00:59,C1 Spirit,125,COMPLETED
TX_5272085,4971,2025-11-18 05:00:20,C1 Spirit,125,COMPLETED
TX_5715792,4266,2025-11-19 17:49:36,Anvil Carrack,600,COMPLETED
TX_2996533,2941,2025-11-19 02:36:20,Drake Cutter,45,COMPLETED
TX_9352468,1865,2025-11-18 02:28:34,C1 Spirit,125,COMPLETED
TX_6834534,2788,2025-11-16 18:11:29,Aegis Idris-P,1500,COMPLETED
TX_7589284,3266,2025-11-14 18:56:05,Gatac Syulen,80,COMPLETED
TX_4760390,3054,2025-11-17 12:01:28,RSI Polaris,750,COMPLETED
TX_2213942,1138,2025-11-16 01:27:01,C1 Spirit,125,COMPLETED
TX_2458087,3142,2025-11-15 02:42:05,Drake Cutter,45,COMPLETED
TX_7541496,2885,2025-11-21 07:36:23,Anvil Carrack,600,COMPLETED
TX_2986376,1741,2025-11-17 21:03:00,Gatac Syulen,80,COMPLETED
TX_5623662,1677,2025-11-14 16:21:32,C1 Spirit,125,COMPLETED
TX_2737971,4792,2025-11-18 10:27:55,Drake Cutter,45,COMPLETED
TX_2685444,3795,2025-11-14 20:57:12,Drake Cutter,45,COMPLETED
TX_4928726,3573,2025-11-15 01:27:37,Gatac Syulen,80,COMPLETED
TX_2226558,1595,2025-11-16 17:14:50,C1 Spirit,125,COMPLETED
TX_3394818,1182,2025-11-20 12:15:47,C1 Spirit,125,COMPLETED
TX_6609427,3683,2025-11-14 16:16:45,C1 Spirit,125,COMPLETED
TX_5027792,1883,2025-11-15 08:52:38,Drake Cutter,45,COMPLETED
TX_2764179,4537,2025-11-15 02:47:06,Drake Cutter,45,COMPLETED
TX_7137874,3069,2025-11-16 08:59:48,Drake Cutter,45,COMPLETED
TX_1835825,4077,2025-11-17 21:36:48,Drake Cutter,45,COMPLETED
TX_7412479,1240,2025-11-17 13:07:45,Anvil Carrack,600,COMPLETED
TX_9551103,3142,2025-11-21 09:41:58,Gatac Syulen,80,COMPLETED
TX_9752504,2789,2025-11-20 07:27:19,Anvil Carrack,600,COMPLETED
TX_4142412,2608,2025-11-20 14:10:12,Gatac Syulen,80,COMPLETED
TX_2006511,3981,2025-11-18 14:02:32,Gatac Syulen,80,COMPLETED
TX_3260661,2060,2025-11-21 10:43:38,C1 Spirit,125,COMPLETED
TX_2552667,4288,2025-11-14 13:27:18,Gatac Syulen,80,COMPLETED
TX_6024975,1130,2025-11-19 13:46:08,Anvil Carrack,600,COMPLETED
TX_2388046,3109,2025-11-16 05:33:27,C1 Spirit,125,COMPLETED
TX_9041689,1545,2025-11-17 08:00:25,C1 Spirit,125,COMPLETED
TX_6181359,3527,2025-11-19 08:52:38,Drake Cutter,45,COMPLETED
TX_4959248,2779,2025-11-19 23:51:56,Anvil Carrack,600,COMPLETED
TX_1941450,1456,2025-11-16 23:02:13,Gatac Syulen,80,COMPLETED
TX_9377006,2359,2025-11-18 18:15:13,Gatac Syulen,80,COMPLETED
TX_8060074,4996,2025-11-20 01:11:12,Drake Cutter,45,COMPLETED
TX_1580091,4181,2025-11-19 15:20:30,RSI Polaris,750,COMPLETED
TX_6265479,4450,2025-11-14 20:31:24,Gatac Syulen,80,COMPLETED
TX_8283620,1975,2025-11-19 19:45:10,Drake Cutter,45,COMPLETED
TX_3098084,4885,2025-11-20 10:58:08,C1 Spirit,125,COMPLETED
TX_4235349,3054,2025-11-17 02:01:55,Drake Cutter,45,COMPLETED
TX_1223952,3055,2025-11-17 14:14:24,C1 Spirit,125,COMPLETED
TX_6055790,3707,2025-11-16 20:14:52,Gatac Syulen,80,COMPLETED
TX_1515486,4468,2025-11-17 19:15:13,Drake Cutter,45,COMPLETED
TX_2987770,1207,2025-11-16 10:48:09,Gatac Syulen,80,COMPLETED
TX_5786159,4898,2025-11-17 19:26:20,Drake Cutter,45,COMPLETED
TX_3001774,3229,2025-11-19 16:57:24,C1 Spirit,125,COMPLETED
TX_7786892,1422,2025-11-17 07:46:54,C1 Spirit,125,COMPLETED
TX_6575220,1476,2025-11-16 00:51:19,Drake Cutter,45,COMPLETED
TX_2842264,4126,2025-11-17 14:22:23,Drake Cutter,45,COMPLETED
TX_4813610,1928,2025-11-18 20:26:21,Gatac Syulen,80,COMPLETED
TX_2189098,1740,2025-11-18 15:16:06,Drake Cutter,45,COMPLETED
TX_3892839,4317,2025-11-16 15:20:49,C1 Spirit,125,COMPLETED
TX_9482128,3396,2025-11-20 06:01:05,Anvil Carrack,600,COMPLETED
TX_7768963,2399,2025-11-20 10:53:48,C1 Spirit,125,COMPLETED
TX_5920643,2670,2025-11-18 14:35:08,Drake Cutter,45,COMPLETED
TX_5174181,3191,2025-11-18 02:10:50,RSI Polaris,750,COMPLETED
TX_9759588,3291,2025-11-14 21:43:02,Anvil Carrack,600,COMPLETED
TX_7998112,2683,2025-11-15 16:47:34,C1 Spirit,125,COMPLETED
TX_5636636,2455,2025-11-18 02:54:36,Drake Cutter,45,COMPLETED
TX_7859470,1409,2025-11-16 13:09:46,Anvil Carrack,600,COMPLETED
TX_7798395,2962,2025-11-18 17:51:51,C1 Spirit,125,COMPLETED
TX_8001870,3814,2025-11-21 06:25:33,Gatac Syulen,80,COMPLETED
TX_7370538,3677,2025-11-20 23:00:53,C1 Spirit,125,COMPLETED
TX_9904339,4308,2025-11-17 18:02:22,C1 Spirit,125,COMPLETED
TX_3077279,2985,2025-11-17 08:55:57,Anvil Carrack,600,COMPLETED
TX_3473565,3682,2025-11-15 18:34:09,Drake Cutter,45,COMPLETED
TX_4111994,4073,2025-11-19 03:31:36,C1 Spirit,125,COMPLETED
TX_6092798,2189,2025-11-16 00:10:29,Drake Cutter,45,COMPLETED
TX_6438256,3764,2025-11-19 21:46:45,C1 Spirit,125,COMPLETED
TX_4565121,3822,2025-11-18 23:22:19,C1 Spirit,125,COMPLETED
TX_8013397,2571,2025-11-15 08:23:22,Gatac Syulen,80,COMPLETED
TX_1345314,1936,2025-11-16 22:42:53,Drake Cutter,45,COMPLETED
TX_4113350,4103,2025-11-15 02:20:51,Drake Cutter,45,COMPLETED
TX_6555159,1203,2025-11-15 03:05:10,Drake Cutter,45,COMPLETED
TX_8962393,1760,2025-11-19 11:26:32,Drake Cutter,45,COMPLETED
TX_2483344,4622,2025-11-20 05:56:43,C1 Spirit,125,COMPLETED
TX_2748074,3993,2025-11-15 21:41:20,C1 Spirit,125,COMPLETED
TX_2051893,4629,2025-11-19 18:25:16,C1 Spirit,125,COMPLETED
TX_5966147,1986,2025-11-20 09:22:36,RSI Polaris,750,COMPLETED
TX_4398155,3933,2025-11-16 13:16:00,C1 Spirit,125,COMPLETED
TX_4895137,4894,2025-11-17 03:43:05,C1 Spirit,125,COMPLETED
TX_8790002,4080,2025-11-18 20:37:26,Drake Cutter,45,COMPLETED
TX_2020780,3316,2025-11-17 08:49:23,Gatac Syulen,80,COMPLETED
TX_5448194,2202,2025-11-15 03:48:06,Drake Cutter,45,COMPLETED
TX_9710976,1795,2025-11-18 23:25:23,C1 Spirit,125,COMPLETED
TX_2348778,3170,2025-11-19 04:15:54,C1 Spirit,125,COMPLETED
TX_3339729,3625,2025-11-21 02:19:14,Gatac Syulen,80,COMPLETED
TX_7679940,4242,2025-11-20 12:58:22,C1 Spirit,125,COMPLETED
TX_5724555,4268,2025-11-16 17:59:45,Drake Cutter,45,COMPLETED
TX_8073717,4780,2025-11-20 19:23:47,Drake Cutter,45,COMPLETED
TX_8369279,1283,2025-11-19 20:38:56,Drake Cutter,45,COMPLETED
TX_1731038,1123,2025-11-15 12:24:25,Drake Cutter,45,COMPLETED
TX_1671264,4930,2025-11-20 15:33:08,Drake Cutter,45,COMPLETED
TX_4555203,2968,2025-11-15 06:15:08,Gatac Syulen,80,COMPLETED
TX_7053502,2470,2025-11-17 09:19:30,Anvil Carrack,600,COMPLETED
TX_3101977,1819,2025-11-16 09:30:31,Aegis Idris-P,1500,COMPLETED
TX_1796745,2479,2025-11-17 21:14:30,C1 Spirit,125,COMPLETED
TX_6008062,2362,2025-11-19 11:40:39,C1 Spirit,125,COMPLETED
TX_2916401,3810,2025-11-19 21:52:08,Drake Cutter,45,COMPLETED
TX_7336651,4517,2025-11-17 13:50:08,Anvil Carrack,600,COMPLETED
TX_6563911,3381,2025-11-18 14:02:01,C1 Spirit,125,COMPLETED
TX_1554985,1073,2025-11-18 09:13:01,RSI Polaris,750,COMPLETED
TX_5914813,1784,2025-11-17 12:27:47,C1 Spirit,125,COMPLETED
TX_1420236,4606,2025-11-15 20:34:09,C1 Spirit,125,COMPLETED
TX_7684979,4211,2025-11-14 23:26:00,Drake Cutter,45,COMPLETED
TX_8648414,4272,2025-11-16 17:02:36,Drake Cutter,45,COMPLETED
TX_7187338,1267,2025-11-20 11:47:15,Drake Cutter,45,COMPLETED
TX_9194156,4345,2025-11-16 04:00:30,C1 Spirit,125,COMPLETED
TX_2721524,4385,2025-11-17 19:27:42,Gatac Syulen,80,COMPLETED
TX_3036870,3750,2025-11-19 13:39:59,Drake Cutter,45,COMPLETED
TX_9608544,1148,2025-11-19 22:17:08,Gatac Syulen,80,COMPLETED
TX_7113092,4449,2025-11-19 01:05:45,Gatac Syulen,80,COMPLETED
TX_1957176,2847,2025-11-17 10:20:23,Drake Cutter,45,COMPLETED
TX_9387022,1593,2025-11-17 03:23:38,Drake Cutter,45,COMPLETED
TX_1128367,3116,2025-11-15 11:36:32,Anvil Carrack,600,COMPLETED
TX_2426898,3276,2025-11-21 02:25:41,C1 Spirit,125,COMPLETED
TX_9825992,3065,2025-11-17 01:07:55,Gatac Syulen,80,COMPLETED
TX_8413309,3524,2025-11-15 03:24:44,Drake Cutter,45,COMPLETED
TX_7968406,3319,2025-11-19 21:37:34,Drake Cutter,45,COMPLETED
TX_3274337,3010,2025-11-15 06:52:11,Gatac Syulen,80,COMPLETED
TX_2327886,3676,2025-11-18 17:40:58,Drake Cutter,45,COMPLETED
TX_5898549,2406,2025-11-20 21:40:56,Gatac Syulen,80,COMPLETED
TX_9384653,4232,2025-11-17 11:47:08,RSI Polaris,750,COMPLETED
TX_5787306,4738,2025-11-18 07:53:06,Anvil Carrack,600,COMPLETED
TX_4670041,1625,2025-11-16 17:53:02,Gatac Syulen,80,COMPLETED
TX_3867916,1160,2025-11-18 15:46:27,Drake Cutter,45,COMPLETED
TX_7610871,3730,2025-11-19 01:50:15,C1 Spirit,125,COMPLETED
TX_9895564,4214,2025-11-18 01:59:43,Drake Cutter,45,COMPLETED
TX_2223108,3879,2025-11-18 19:16:12,Aegis Idris-P,1500,COMPLETED
TX_2663857,2672,2025-11-21 09:38:36,Gatac Syulen,80,COMPLETED
TX_9817155,2257,2025-11-17 01:03:59,Drake Cutter,45,COMPLETED
TX_5181239,2251,2025-11-20 03:50:57,Drake Cutter,45,COMPLETED
TX_7370488,4789,2025-11-16 09:16:30,C1 Spirit,125,COMPLETED
TX_1516708,3196,2025-11-19 20:54:58,C1 Spirit,125,COMPLETED
TX_2955008,4440,2025-11-16 21:25:49,Drake Cutter,45,COMPLETED
TX_7680230,4952,2025-11-17 05:23:33,RSI Polaris,750,COMPLETED
TX_9286567,4284,2025-11-17 00:52:45,RSI Polaris,750,COMPLETED
TX_4772575,2824,2025-11-20 01:31:38,RSI Polaris,750,COMPLETED
TX_5151781,3624,2025-11-15 18:30:19,Drake Cutter,45,COMPLETED
TX_5033903,3459,2025-11-15 23:37:30,Gatac Syulen,80,COMPLETED
TX_6214486,4055,2025-11-18 12:35:09,Gatac Syulen,80,COMPLETED
TX_3189040,1223,2025-11-21 07:00:36,Gatac Syulen,80,COMPLETED
TX_8419465,2144,2025-11-17 07:05:57,C1 Spirit,125,COMPLETED
TX_8564998,3120,2025-11-15 01:08:59,Gatac Syulen,80,COMPLETED
TX_3645263,2247,2025-11-21 09:41:05,Anvil Carrack,600,COMPLETED
TX_6815218,1332,2025-11-20 15:05:17,C1 Spirit,125,COMPLETED
TX_3014514,2361,2025-11-18 06:32:03,Drake Cutter,45,COMPLETED
TX_3979894,4269,2025-11-16 22:51:29,Drake Cutter,45,COMPLETED
TX_8117862,4502,2025-11-21 02:27:14,Anvil Carrack,600,COMPLETED
TX_9115753,4825,2025-11-17 19:15:11,Drake Cutter,45,COMPLETED
TX_1032092,3151,2025-11-16 05:21:58,Gatac Syulen,80,COMPLETED
TX_5809797,1452,2025-11-15 10:14:16,Anvil Carrack,600,COMPLETED
TX_5951866,3510,2025-11-21 05:23:46,C1 Spirit,125,COMPLETED
TX_9800495,3487,2025-11-15 06:32:18,Drake Cutter,45,COMPLETED
TX_2459254,3241,2025-11-21 08:47:04,Drake Cutter,45,COMPLETED
TX_8162428,2433,2025-11-15 07:03:33,Anvil Carrack,600,COMPLETED
TX_1029592,4211,2025-11-19 17:54:58,C1 Spirit,125,COMPLETED
TX_4615876,4760,2025-11-17 00:18:36,C1 Spirit,125,COMPLETED
TX_8608204,1031,2025-11-16 21:38:11,Drake Cutter,45,COMPLETED
TX_3566415,4991,2025-11-17 13:44:10,Drake Cutter,45,COMPLETED
TX_6302562,2894,2025-11-20 15:48:12,Drake Cutter,45,COMPLETED
TX_1534186,2879,2025-11-15 18:52:12,Drake Cutter,45,COMPLETED
TX_4391084,2564,2025-11-16 16:05:16,Drake Cutter,45,COMPLETED
